date,entry,exit,pnl
2026-03-06,27.82170867919922,28.275537490844727,1.63
2026-03-09,27.94009780883789,27.4073429107666,-1.91
2026-03-10,28.92668342590332,27.54546356201172,-4.77
2026-03-11,28.57151222229004,26.539146423339844,-7.11
2026-03-12,28.275537490844727,27.525732040405273,-2.65
2026-03-13,28.019023895263672,27.210023880004883,-2.89
2026-03-16,27.782243728637695,27.84143829345703,0.21
2026-03-17,28.315000534057617,28.39392852783203,0.28
2026-03-18,27.900634765625,27.82170867919922,-0.28
2026-03-19,27.525732040405273,28.80829429626465,4.66
2026-03-23,28.275537490844727,29.656755447387695,4.88
2026-03-24,27.4073429107666,28.453123092651367,3.82
2026-03-25,27.54546356201172,29.183195114135742,5.95
2026-03-26,26.539146423339844,29.69622039794922,11.9
2026-04-20,32.85329055786133,37.174537658691406,13.15
2026-04-21,33.267662048339844,37.96380615234375,14.12
2026-04-22,32.162681579589844,40.706512451171875,26.56
2026-04-24,32.557315826416016,40.3118782043457,23.82
2026-04-27,33.149269104003906,39.54234313964844,19.29
2026-04-28,32.5375862121582,39.95670700073242,22.8
2026-04-29,33.267662048339844,39.206905364990234,17.85
2026-04-30,34.64887619018555,39.0885124206543,12.81
2026-05-04,35.3394889831543,38.02300262451172,7.59
2026-05-05,36.72071075439453,38.12165832519531,3.82
2026-05-06,37.174537658691406,34.708072662353516,-6.63
2026-05-07,37.96380615234375,38.1611213684082,0.52
2026-05-08,40.706512451171875,38.95038986206055,-4.31
2026-05-11,40.3118782043457,38.654415130615234,-4.11
2026-05-12,39.54234313964844,38.654415130615234,-2.25
2026-05-13,39.95670700073242,38.654415130615234,-3.26
2026-05-14,39.206905364990234,38.654415130615234,-1.41
2026-05-15,39.0885124206543,39.463417053222656,0.96
2026-05-18,38.02300262451172,40.45000076293945,6.38
2026-05-20,38.12165832519531,40.29999923706055,5.71
2026-05-21,34.708072662353516,40.099998474121094,15.54
2026-05-22,38.1611213684082,39.15999984741211,2.62
2026-05-25,38.95038986206055,39.02000045776367,0.18
